suite,symbol,entry_date,exit_date,side,entry_price,exit_price,pnl,commission,net_pnl,p_up,p_down,confidence,mcmc_ms
hmm_suite1,VN30F1M,20250908,20250908,SELL,1837.08,1807.22,29.86,0.0,29.86,0.0,0.005236172672358496,0.9869493976338554,0.0
hmm_suite1,VN30F1M,20250910,20250910,BUY,1833.07,1828.63,-4.44,0.0,-4.44,0.9859710614041923,0.0,0.9859710614041923,0.0
hmm_suite1,VN30F1M,20250925,20250925,BUY,1856.33,1858.67,2.34,0.0,2.34,0.9601955179802265,0.0,0.9601955179802265,0.0
hmm_suite1,VN30F1M,20251007,20251007,BUY,1929.77,1909.65,-20.12,0.0,-20.12,9.114713316930233e-10,0.0,0.9997254856433797,0.0
hmm_suite1,VN30F1M,20251013,20251013,SELL,1968.9,2012.28,-43.38,0.0,-43.38,0.0,0.7824784480825281,0.7824784480825281,0.0
hmm_suite1,VN30F1M,20251015,20251015,SELL,2018.01,2009.64,8.37,0.0,8.37,0.0,0.9648697734596754,0.9648697734596754,0.0
hmm_suite1,VN30F1M,20251020,20251020,SELL,1968.92,1870.86,98.06,0.0,98.06,0.0,0.8721731411654972,0.8721731411654972,0.0
hmm_suite1,VN30F1M,20251021,20251021,SELL,1882.66,1915.9,-33.24,0.0,-33.24,0.0,0.9999987570273328,0.9999987570273328,0.0
hmm_suite1,VN30F1M,20251022,20251022,SELL,1933.81,1930.88,2.93,0.0,2.93,0.0,0.9473524740031978,0.9473524740031978,0.0
hmm_suite1,VN30F1M,20251023,20251023,SELL,1935.98,1945.78,-9.8,0.0,-9.8,0.0,0.9637253981533029,0.9637253981533029,0.0
hmm_suite1,VN30F1M,20251029,20251029,BUY,1951.51,1949.76,-1.75,0.0,-1.75,0.9978289305961634,0.0,0.9978289305961634,0.0
hmm_suite1,VN30F1M,20251106,20251106,BUY,1886.48,1869.6,-16.88,0.0,-16.88,0.00542065394925405,0.0,0.8323765865994152,0.0
hmm_suite1,VN30F1M,20251110,20251110,SELL,1826.61,1804.18,22.43,0.0,22.43,0.0,0.00039706725563937444,0.9996020749354837,0.0
hmm_suite1,VN30F1M,20251111,20251111,BUY,1811.58,1821.6,10.02,0.0,10.02,0.8238890048866319,0.0,0.8238890048866319,0.0
hmm_suite1,VN30F1M,20251126,20251126,SELL,1916.65,1923.55,-6.9,0.0,-6.9,0.0,0.003012116171804106,0.9969877819464784,0.0
hmm_suite1,VN30F1M,20251127,20251127,BUY,1928.39,1921.18,-7.21,0.0,-7.21,0.9138990234385783,0.0,0.9138990234385783,0.0
hmm_suite1,VN30F1M,20251210,20251210,SELL,1975.63,1946.98,28.65,0.0,28.65,0.0,7.06611589440045e-10,0.8441556360832085,0.0
hmm_suite1,VN30F1M,20251211,20251211,SELL,1941.05,1924.29,16.76,0.0,16.76,0.0,2.610269530628504e-08,0.832294423472426,0.0
hmm_suite1,VN30F1M,20251212,20251212,SELL,1928.51,1867.03,61.48,0.0,61.48,0.0,0.00026271829910253696,0.8944688920347923,0.0
hmm_suite1,VN30F1M,20251215,20251215,SELL,1868.6,1869.84,-1.24,0.0,-1.24,0.0,0.9999994520741575,0.9999994520741575,0.0
hmm_suite1,VN30F1M,20251216,20251216,SELL,1871.37,1909.87,-38.5,0.0,-38.5,0.0,0.7895121680786286,0.7895121680786286,0.0
hmm_suite1,VN30F1M,20251223,20251223,BUY,2001.45,2012.87,11.42,0.0,11.42,0.9974372906639736,0.0,0.9974372906639736,0.0
hmm_suite1,VN30F1M,20251226,20251226,SELL,1941.78,1965.97,-24.19,0.0,-24.19,0.0,0.9938286647914203,0.9938286647914203,0.0
hmm_suite1,VN30F1M,20251229,20251229,SELL,1970.12,1990.66,-20.54,0.0,-20.54,0.0,0.006539946906867608,0.9823624757081977,0.0
hmm_suite1,VN30F1M,20251230,20251230,BUY,1994.72,2009.7,14.98,0.0,14.98,0.0034774734049964214,0.0,0.9952719898693626,0.0
