record_type,timeframe,resolution,suite,symbol,period_from,period_to,n_bars,n_trades,win_rate_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,total_return_pct,cagr_pct,expectancy,profit_factor,entry_date,exit_date,side,entry_price,exit_price,pnl,commission,net_pnl,p_up,p_down,confidence,mcmc_ms
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260109,20260109,BUY,2080.3,2089.93,9.63,0.0,9.63,1.0,0.0,1.0,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260109,20260109,SELL,2088.99,2078.45,10.54,0.0,10.54,0.0,2.765192112978461e-26,0.9999999999881197,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260109,20260109,SELL,2078.79,2079.1,-0.31,0.0,-0.31,0.0,0.9999999999939746,0.9999999999939746,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260109,20260109,SELL,2078.39,2077.57,0.82,0.0,0.82,0.0,0.9983925707149639,0.9983925707149639,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260109,20260109,SELL,2076.29,2063.59,12.7,0.0,12.7,0.0,0.9977656959402963,0.9977656959402963,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260109,20260109,SELL,2063.84,2053.3,10.54,0.0,10.54,0.0,1.0,1.0,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260109,20260109,SELL,2062.16,2066.21,-4.05,0.0,-4.05,0.0,0.9999999999943157,0.9999999999943157,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2065.64,2074.9,-9.26,0.0,-9.26,0.0,3.731540819917287e-09,0.990596214657678,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2075.27,2070.85,4.42,0.0,4.42,0.0,3.830540133885687e-15,1.0,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2070.36,2070.85,-0.49,0.0,-0.49,0.0,5.748781437012908e-35,0.9999996669080944,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2070.17,2061.47,8.7,0.0,8.7,0.0,2.9906230758765048e-06,0.9999962670629016,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2061.68,2062.94,-1.26,0.0,-1.26,0.0,1.4773395501450233e-41,0.9999925093359423,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2063.16,2071.45,-8.29,0.0,-8.29,0.0,0.006996944584810031,0.9907355358015457,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2071.72,2068.22,3.5,0.0,3.5,0.0,1.2867547325052507e-10,0.9275684558914946,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2064.8,2064.8,-0.0,0.0,-0.0,0.0,2.2005781995410787e-07,0.9987533752129245,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2064.28,2068.99,-4.71,0.0,-4.71,0.0,0.012317484393620503,0.9868620933326377,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,BUY,2069.01,2077.13,8.12,0.0,8.12,3.864265199622312e-135,0.0,1.0,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2076.67,2068.8,7.87,0.0,7.87,0.0,0.9991949277675122,0.9991949277675122,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2068.77,2072.61,-3.84,0.0,-3.84,0.0,0.9999999999971294,0.9999999999971294,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2072.36,2072.73,-0.37,0.0,-0.37,0.0,0.9985828097585392,0.9985828097585392,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2071.69,2077.91,-6.22,0.0,-6.22,0.0,0.9916610379893962,0.9916610379893962,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260112,20260112,SELL,2079.96,2080.24,-0.28,0.0,-0.28,0.0,1.3138830550086024e-08,0.9997237304016419,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2075.98,2086.49,-10.51,0.0,-10.51,0.0,0.0013956476566973257,0.8290390115712234,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,BUY,2085.31,2100.62,15.31,0.0,15.31,0.7718129156535369,0.0,0.7718129156535369,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,BUY,2095.07,2088.01,-7.06,0.0,-7.06,0.9998917972341511,0.0,0.9998917972341511,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2088.43,2092.93,-4.5,0.0,-4.5,0.0,1.8705191462843226e-14,0.9999955884280888,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2092.9,2095.22,-2.32,0.0,-2.32,0.0,0.011676946545741283,0.9181921019767538,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2095.24,2096.82,-1.58,0.0,-1.58,0.0,0.007174701119917035,0.9620293633550503,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2096.64,2092.5,4.14,0.0,4.14,0.0,0.008146220928710883,0.9766170798034909,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2092.12,2093.2,-1.08,0.0,-1.08,0.0,2.280484511467212e-05,0.9984575064184281,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2096.13,2096.13,-0.0,0.0,-0.0,0.0,0.9980344475080523,0.9980344475080523,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2096.42,2091.17,5.25,0.0,5.25,0.0,0.994161500172447,0.994161500172447,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,BUY,2091.37,2089.42,-1.95,0.0,-1.95,1.250286349849775e-97,0.0,1.0,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2089.7,2091.02,-1.32,0.0,-1.32,0.0,0.9999787128487266,0.9999787128487266,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2090.94,2096.33,-5.39,0.0,-5.39,0.0,0.9924509573337432,0.9924509573337432,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2096.78,2084.91,11.87,0.0,11.87,0.0,9.882003241390897e-08,0.9928436073004121,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2085.01,2095.76,-10.75,0.0,-10.75,0.0,2.6766156352971383e-33,0.9999991436373791,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2095.2,2074.88,20.32,0.0,20.32,0.0,4.6204902261916085e-08,0.9821198716320854,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260113,20260113,SELL,2093.96,2089.21,4.75,0.0,4.75,0.0,8.435105737533208e-83,1.0,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260114,20260114,BUY,2097.14,2077.6,-19.54,0.0,-19.54,0.8253529971210019,0.0,0.8253529971210019,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260114,20260114,SELL,2077.11,2081.89,-4.78,0.0,-4.78,0.0,1.0,1.0,0.0
trade,15m,15,hmm_tfcompare_15m,VN30F1M,20260101,20260320,,,,,,,,,,,20260114,20260114,SELL,2081.01,2081.46,-0.45,0.0,-0.45,0.0,0.9941616039930775,0.9941616039930775,0.0
